,Name,Year,Selling_price,Present_price,Km_driven,Fuel_type,Seller_type,Transmission,Owner_type
2175,Jaguar XF,2012,1851000,4636107.0,66363,Petrol,Dealer,Automatic,2
2176,Hyundai Creta,2018,1276000,3773607.0,11700,Petrol,Dealer,Automatic,1
2177,Hyundai Verna,2017,901000,3211107.0,10000,Petrol,Individual,Automatic,1
2178,Mercedes-Benz GL-Class,2014,4201000,8161107.0,100000,Diesel,Individual,Automatic,2
2179,Maruti Swift,2016,471000,2566107.0,7104,Petrol,Dealer,Manual,1
2180,Maruti S-Cross,2015,551000,2686107.0,45974,Diesel,Dealer,Manual,1
2181,Hyundai Verna,2015,561000,2701107.0,55340,Petrol,Dealer,Manual,1
2182,Volkswagen Polo,2017,651000,2836107.0,20000,Petrol,Dealer,Automatic,2
2183,Renault Pulse,2015,191000,2146107.0,61585,Diesel,Dealer,Manual,1
2184,Maruti Celerio,2016,251000,2236107.0,39415,Petrol,Dealer,Automatic,2
2185,Honda Brio,2014,226000,2198607.0,29654,Petrol,Dealer,Manual,1
2186,Maruti Baleno,2016,571000,2716107.0,64672,Diesel,Dealer,Manual,1
2187,Hyundai Creta,2015,951000,3286107.0,54634,Diesel,Dealer,Automatic,2
2188,Honda City,2015,576000,2723607.0,66521,Petrol,Dealer,Manual,1
2189,Hyundai Elite,2019,521000,2641107.0,3000,Petrol,Individual,Automatic,1
2190,Toyota Innova,2018,1526000,4148607.0,23974,Diesel,Dealer,Automatic,2
2191,Tata Tiago,2018,340000,2369607.0,10000,Petrol,Individual,Manual,1
2192,Maruti Celerio,2017,221000,2191107.0,50000,Petrol,Individual,Manual,1
2193,Maruti Omni,2001,114000,1688607.0,70000,Petrol,Individual,Manual,3
2194,OpelCorsa 1.6Gls,2004,57000,1774107.0,73000,Petrol,Individual,Manual,3
2195,Hyundai EON,2014,-19000,1831107.0,76000,Petrol,Individual,Manual,2
2196,Chevrolet Tavera,2014,201000,2161107.0,120000,Diesel,Individual,Manual,2
2197,Mahindra Scorpio,2009,161000,2101107.0,170000,Diesel,Individual,Automatic,3
2198,Hyundai Santro,2003,-114000,1688607.0,110000,Petrol,Individual,Manual,2
2199,Honda Brio,2016,151000,2086107.0,63400,Petrol,Individual,Manual,1
2200,Datsun GO,2015,181000,2131107.0,25000,Petrol,Individual,Manual,1
2201,Hyundai i10,2009,59000,1771107.0,80000,Petrol,Individual,Manual,3
2202,Maruti Wagon,2012,1000,1861107.0,90000,Petrol,Individual,Manual,1
2203,Hyundai Santro,2011,-49000,1786107.0,157000,Petrol,Individual,Manual,1
2204,Tata Indica,2012,-49000,1786107.0,80000,Diesel,Individual,Manual,2
2205,Maruti 800,2006,-109000,1696107.0,40000,Petrol,Individual,Manual,2
2206,Mahindra Bolero,2007,101000,2011107.0,100000,Diesel,Individual,Manual,2
2207,Renault KWID,2017,81000,1981107.0,50000,Petrol,Individual,Manual,1
2208,Maruti Alto,2011,1000,1861107.0,40000,Petrol,Individual,Manual,1
2209,Chevrolet Aveo,2009,-89000,1726107.0,38500,Petrol,Individual,Manual,2
2210,Hyundai i10,2008,-59000,1771107.0,103921,Petrol,Individual,Manual,2
2211,Hyundai Creta,2020,851000,3136107.0,10000,Diesel,Individual,Manual,1
2212,Honda City,2018,951000,3286107.0,14825,Petrol,Dealer,Manual,1
2213,Honda BR-V,2016,711000,2926107.0,43377,Diesel,Dealer,Manual,1
2214,Ford Figo,2010,-39000,1801107.0,102307,Diesel,Dealer,Manual,1
2215,Maruti Zen,2004,-94000,1718607.0,79000,Petrol,Individual,Manual,2
2216,Skoda Octavia,2014,1001000,3361107.0,135000,Diesel,Individual,Automatic,3
2217,Renault KWID,2018,101000,2011107.0,10500,Petrol,Individual,Manual,1
2218,Maruti Wagon,2004,129000,1666107.0,90000,Petrol,Individual,Manual,3
2219,Chevrolet Beat,2012,-39000,1801107.0,110000,Diesel,Individual,Manual,1
2220,Chevrolet Beat,2012,-39000,1801107.0,50000,Diesel,Individual,Manual,1
2221,Chevrolet Sail,2013,26000,1898607.0,80000,Diesel,Individual,Manual,1
2222,Honda Jazz,2018,591000,2746107.0,19571,Diesel,Dealer,Manual,1
2223,Honda City,2002,-54000,1778607.0,100000,Petrol,Individual,Manual,1
2224,Honda City,2018,1001000,3361107.0,29600,Petrol,Dealer,Manual,1
2225,Ford EcoSport,2018,731000,2956107.0,20000,Diesel,Individual,Manual,1
2226,Hyundai EON,2016,11000,1876107.0,30000,Petrol,Individual,Manual,1
2227,Hyundai Getz,2008,89000,1726107.0,154000,Diesel,Individual,Manual,3
2228,Maruti Swift,2011,-24000,1823607.0,70000,Petrol,Individual,Manual,1
2229,Maruti Vitara,2018,751000,2986107.0,15000,Diesel,Individual,Automatic,1
2230,Renault Lodgy,2017,451000,2536107.0,40000,Diesel,Individual,Manual,1
2231,Maruti Swift,2019,351000,2386107.0,51000,Petrol,Individual,Manual,1
2232,Maruti Alto,2008,-114000,1688607.0,120000,Petrol,Individual,Manual,2
2233,Maruti Celerio,2019,141000,2071107.0,50000,Petrol,Individual,Manual,1
2234,Renault Captur,2017,626000,2798607.0,13500,Diesel,Individual,Manual,1
2235,Toyota Etios,2016,310999,2326105.5,35000,Petrol,Individual,Manual,1
2236,Renault Duster,2013,251000,2236107.0,1000,Diesel,Dealer,Manual,2
2237,Mercedes-Benz C-Class,2018,3601000,7261107.0,10000,Diesel,Dealer,Automatic,1
2238,Audi A4,2013,1381000,3931107.0,86000,Diesel,Dealer,Automatic,1
2239,BMW X5,2019,4551001,8986107.0,30000,Diesel,Dealer,Automatic,1
2240,Hyundai Creta,2016,136001,2363607.0,52600,Diesel,Individual,Manual,1
2241,Maruti SX4,2012,-173999,1898607.0,110000,Petrol,Individual,Manual,2
2242,Hyundai Grand,2017,151001,2386107.0,19890,Petrol,Dealer,Automatic,1
2243,Maruti Swift,2016,271001,2566107.0,7104,Petrol,Dealer,Manual,1
2244,Maruti Ertiga,2015,226001,2498607.0,11918,Petrol,Dealer,Manual,1
2245,Hyundai Grand,2017,121001,2341107.0,10510,Petrol,Dealer,Automatic,1
2246,Chevrolet Beat,2016,-159999,1919607.0,41000,Petrol,Dealer,Manual,1
2247,Toyota Fortuner,2017,2201001,5461107.0,47162,Diesel,Dealer,Automatic,1
2248,Maruti S-Cross,2015,351001,2686107.0,45974,Diesel,Dealer,Manual,1
2249,Hyundai i10,2012,-169000,1906105.5,49824,Petrol,Dealer,Manual,1
2250,Audi A6,2013,901001,3511107.0,58500,Diesel,Dealer,Automatic,1
2251,Hyundai Santro,2005,-318999,1681107.0,56580,Petrol,Dealer,Manual,1
2252,Skoda Laura,2012,-13999,2138607.0,52000,Diesel,Dealer,Manual,1
2253,Hyundai Verna,2015,361001,2701107.0,55340,Petrol,Dealer,Manual,1
2254,Maruti Swift,2017,201001,2461107.0,46507,Diesel,Dealer,Manual,1
2255,Renault Duster,2013,51001,2236107.0,1000,Diesel,Dealer,Manual,2
2256,Mercedes-Benz C-Class,2018,3401001,7261107.0,10000,Diesel,Dealer,Automatic,1
2257,Audi A4,2013,1181001,3931107.0,86000,Diesel,Dealer,Automatic,1
2258,BMW X5,2019,4551001,8986107.0,30000,Diesel,Dealer,Automatic,1
2259,Hyundai Creta,2016,136001,2363607.0,52600,Diesel,Individual,Manual,1
2260,Maruti SX4,2012,-173999,1898607.0,110000,Petrol,Individual,Manual,2
2261,Hyundai Grand,2017,151001,2386107.0,19890,Petrol,Dealer,Automatic,1
2262,Maruti Swift,2016,271001,2566107.0,7104,Petrol,Dealer,Manual,1
2263,Maruti Ertiga,2015,226001,2498607.0,11918,Petrol,Dealer,Manual,1
2264,Hyundai Grand,2017,121001,2341107.0,10510,Petrol,Dealer,Automatic,1
2265,Chevrolet Beat,2016,-159999,1919607.0,41000,Petrol,Dealer,Manual,1
2266,Toyota Fortuner,2017,2201001,5461107.0,47162,Diesel,Dealer,Automatic,1
2267,Maruti S-Cross,2015,351001,2686107.0,45974,Diesel,Dealer,Manual,1
2268,Hyundai i10,2012,-169000,1906105.5,49824,Petrol,Dealer,Manual,1
2269,Audi A6,2013,901001,3511107.0,58500,Diesel,Dealer,Automatic,1
2270,Hyundai Santro,2005,-318999,1681107.0,56580,Petrol,Dealer,Manual,1
2271,Skoda Laura,2012,-13999,2138607.0,52000,Diesel,Dealer,Manual,1
2272,Hyundai Verna,2015,361001,2701107.0,55340,Petrol,Dealer,Manual,1
2273,Maruti Swift,2017,201001,2461107.0,46507,Diesel,Dealer,Manual,1
2274,Maruti Baleno,2017,251001,2536107.0,70000,Diesel,Individual,Manual,1
2275,Chevrolet Spark,2011,-258999,1771107.0,60000,Petrol,Individual,Manual,2
2276,Maruti Alto,2011,-248999,1786107.0,70000,Petrol,Individual,Manual,1
2277,Datsun GO,2018,51001,2236107.0,10000,Petrol,Individual,Manual,2
2278,Hyundai Accent,2006,228999,1816107.0,245244,Diesel,Individual,Manual,3
2279,Renault KWID,2017,1001,2161107.0,60000,Petrol,Individual,Manual,1
2280,Tata Tiago,2016,-98999,2011107.0,30000,Petrol,Individual,Manual,1
2281,Maruti Alto,2012,-148999,1936107.0,8000,Petrol,Individual,Manual,1
2282,Tata Tigor,2019,101001,2311107.0,10000,Petrol,Individual,Manual,1
2283,Hyundai Accent,2002,313999,1688607.0,100000,Diesel,Individual,Manual,3
2284,Nissan Sunny,2012,-98999,2011107.0,110000,Diesel,Individual,Manual,1
2285,Hyundai Santro,2005,-318999,1681107.0,56580,Petrol,Dealer,Manual,1
2286,Mahindra XUV500,2015,341001,2671107.0,45000,Diesel,Dealer,Automatic,1
2287,Hyundai Santro,2005,-328999,1666107.0,68500,Petrol,Dealer,Manual,1
2288,Hyundai Santro,2019,86000,2288605.5,5007,Petrol,Dealer,Automatic,1
2289,Nissan Micra,2013,-234999,1807107.0,30000,Petrol,Individual,Manual,1
2290,Honda City,2008,-258999,1771107.0,70000,Petrol,Individual,Automatic,1
2291,Mercedes-Benz E-Class,2011,600001,3059607.0,49600,Diesel,Dealer,Automatic,1
2292,Maruti Alto,2005,-342999,1645107.0,23000,Petrol,Individual,Manual,2
2293,BMW 7,2006,651001,3136107.0,30000,Diesel,Dealer,Automatic,1
2294,Hyundai Verna,2010,-208999,1846107.0,38000,Petrol,Dealer,Manual,1
2295,Audi Q5,2018,3500001,7409607.0,22000,Diesel,Dealer,Automatic,1
2296,Hyundai i10,2011,-163999,1913607.0,43100,Petrol,Dealer,Manual,1
2297,Datsun GO,2017,-48999,2086107.0,10171,Petrol,Dealer,Manual,1
2298,Renault Duster,2015,66001,2258607.0,41123,Diesel,Dealer,Manual,1
2299,Toyota Camry,2017,1501001,4411107.0,20118,Petrol,Dealer,Automatic,1
2300,Honda City,2014,51001,2236107.0,40000,Diesel,Dealer,Manual,1
2301,Volkswagen Jetta,2015,391001,2746107.0,52517,Diesel,Dealer,Manual,1
2302,Mahindra Marazzo,2019,501001,2911107.0,20000,Diesel,Individual,Manual,1
2303,Ford Ecosport,2014,51001,2236107.0,99117,Diesel,Dealer,Manual,1
2304,Chevrolet Spark,2009,-263999,1763607.0,90000,Petrol,Individual,Manual,1
2305,Maruti Celerio,2019,26001,2198607.0,3700,Petrol,Individual,Manual,1
2306,Tata Indica,2010,-298999,1711107.0,80000,Diesel,Individual,Manual,1
2307,Ford EcoSport,2015,251001,2536107.0,100000,Diesel,Individual,Manual,2
2308,Tata Indica,2011,-308999,1696107.0,54000,Diesel,Individual,Manual,1
2309,Hyundai EON,2017,-148999,1936107.0,19000,Petrol,Individual,Manual,1
2310,Maruti Swift,2014,-98999,2011107.0,120000,Diesel,Individual,Manual,1
2311,Maruti Wagon,2014,-123999,1973607.0,30000,Petrol,Individual,Manual,1
2312,Honda BRV,2017,201001,2461107.0,43500,Petrol,Individual,Manual,1
2313,Renault KWID,2016,-128999,1966107.0,60000,Petrol,Individual,Manual,2
2314,Renault KWID,2016,-158999,1921107.0,70000,Petrol,Individual,Manual,2
2315,Skoda Octavia,2014,801001,3361107.0,135000,Diesel,Individual,Automatic,3
2316,Chevrolet Beat,2012,-238999,1801107.0,50000,Diesel,Individual,Manual,1
2317,Honda Jazz,2018,391001,2746107.0,19571,Diesel,Dealer,Manual,1
2318,Honda City,2018,801001,3361107.0,29600,Petrol,Dealer,Manual,1
2319,Maruti Swift,2011,-223999,1823607.0,70000,Petrol,Individual,Manual,1
2320,Maruti Vitara,2018,551001,2986107.0,15000,Diesel,Individual,Automatic,1
2321,Maruti Celerio,2019,-58999,2071107.0,50000,Petrol,Individual,Manual,1
2322,Renault Captur,2017,426001,2798607.0,13500,Diesel,Individual,Manual,1
2323,Audi A4,2018,2701001,6211107.0,22000,Petrol,Individual,Automatic,1
2324,Honda Amaze,2018,381001,2731107.0,25000,Diesel,Dealer,Manual,1
2325,Toyota Corolla,2010,48999,2086107.0,80000,Petrol,Individual,Automatic,3
2326,Honda Amaze,2018,291001,2596107.0,39000,Petrol,Dealer,Manual,1
2327,Maruti Alto,2016,-153999,1928607.0,60000,Petrol,Individual,Manual,1
2328,Honda Amaze,2018,391001,2746107.0,49000,Diesel,Dealer,Manual,1
2329,Honda Amaze,2018,281001,2581107.0,48600,Petrol,Dealer,Manual,1
2330,Hyundai Grand,2017,141001,2371107.0,20000,Petrol,Individual,Manual,2
2331,Mahindra KUV,2016,26001,2198607.0,25000,Petrol,Individual,Manual,1
2332,Maruti Zen,2008,-258999,1771107.0,120000,Petrol,Individual,Manual,1
2333,Maruti Ertiga,2019,701001,3211107.0,30000,Diesel,Individual,Manual,1
2334,Renault Lodgy,2015,316001,2633607.0,35000,Diesel,Individual,Manual,1
2335,Maruti Swift,2013,-28999,2116107.0,90000,Petrol,Individual,Manual,1
2336,Hyundai Verna,2007,-223999,1823607.0,80000,Diesel,Individual,Manual,2
2337,Mercedes-Benz E-Class,1998,601001,3061107.0,35000,Petrol,Individual,Automatic,2
2338,Maruti Alto,2013,-306199,1700307.0,25000,Petrol,Individual,Manual,2
2339,Tata Xenon,2014,-107999,1997607.0,90000,Diesel,Individual,Manual,1
2340,Maruti Alto,2013,-306199,1700307.0,25000,Petrol,Individual,Manual,2
2341,Renault KWID,2016,-48999,2086107.0,20000,Petrol,Individual,Manual,1
2342,Maruti Omni,1998,333999,1658607.0,60000,Petrol,Dealer,Manual,3
2343,Maruti Swift,2015,251001,2536107.0,58000,Diesel,Individual,Manual,1
2344,Maruti Wagon,2014,-48999,2086107.0,40000,Petrol,Dealer,Manual,1
2345,Maruti Wagon,2005,-323999,1673607.0,70000,Petrol,Individual,Manual,2
2346,Hyundai i20,2012,41001,2221107.0,70000,Diesel,Dealer,Manual,1
2347,Hyundai Santro,2013,-128999,1966107.0,60000,Petrol,Individual,Manual,1
2348,Toyota Innova,2014,751001,3286107.0,135000,Diesel,Dealer,Manual,1
2349,Maruti Omni,2015,-160999,1918107.0,70000,Petrol,Dealer,Manual,1
2350,Mercedes-Benz B,2013,701001,3211107.0,40000,Petrol,Individual,Automatic,2
2351,Mahindra XUV500,2015,801001,3361107.0,75000,Diesel,Dealer,Manual,2
2352,Skoda Fabia,2010,-138999,1951107.0,150000,Diesel,Individual,Manual,1
2353,Toyota Etios,2012,48999,2086107.0,140000,Diesel,Individual,Manual,3
2354,Toyota Etios,2015,81001,2281107.0,70000,Diesel,Individual,Manual,1
2355,Toyota Etios,2012,-53999,2078607.0,137250,Diesel,Individual,Manual,2
2356,Mahindra Scorpio,2013,101001,2311107.0,110000,Diesel,Individual,Manual,2
2357,Hyundai Grand,2017,196001,2453607.0,27000,Petrol,Dealer,Manual,1
2358,Hyundai Verna,2019,896001,3503607.0,9000,Diesel,Dealer,Manual,1
2359,Volkswagen Vento,2019,951001,3586107.0,5400,Diesel,Dealer,Manual,2
2360,Renault KWID,2020,142001,2372607.0,1000,Petrol,Dealer,Manual,2
2361,Hyundai Santro,2018,116001,2333607.0,16000,Petrol,Dealer,Manual,1
2362,Ford Figo,2019,496000,2903605.5,13000,Diesel,Dealer,Manual,2
2363,Renault Pulse,2012,-73999,2048607.0,47000,Diesel,Dealer,Manual,1
2364,Maruti Ciaz,2018,526001,2948607.0,22000,Petrol,Individual,Manual,1
2365,Nissan Terrano,2017,446000,2828605.5,30000,Petrol,Individual,Manual,1
2366,Maruti Ciaz,2018,526001,2948607.0,20000,Petrol,Individual,Manual,1
2367,Tata Manza,2013,-98999,2011107.0,60000,Diesel,Individual,Manual,1
2368,Toyota Camry,2008,251001,2536107.0,75000,Petrol,Individual,Manual,2
2369,Maruti Alto,2010,-223999,1823607.0,64000,Petrol,Dealer,Manual,1
2370,Maruti SX4,2015,-73999,2048607.0,80000,Diesel,Individual,Manual,1
2371,Renault Duster,2017,201001,2461107.0,90000,Diesel,Individual,Manual,1
2372,Maruti Swift,2018,301001,2611107.0,30000,Petrol,Individual,Manual,1
2373,Toyota Corolla,2003,-303999,1703607.0,120000,Petrol,Individual,Automatic,2
2374,Maruti Celerio,2019,91001,2296107.0,20000,Petrol,Dealer,Manual,1
2375,Tata Safari,2013,-18999,2131107.0,100000,Diesel,Individual,Manual,1
2376,Hyundai Grand,2018,151001,2386107.0,31000,Petrol,Dealer,Manual,1
2377,Maruti Alto,2013,-173999,1898607.0,47000,Petrol,Dealer,Manual,1
2378,Tata Nexon,2018,171001,2416107.0,11200,Petrol,Individual,Manual,1
2379,Maruti Alto,2018,-93999,2018607.0,35000,Petrol,Dealer,Manual,1
2380,Maruti Wagon,2010,158999,1921107.0,50000,CNG,Dealer,Manual,1
2381,Maruti Ertiga,2015,301001,2611107.0,55000,Diesel,Dealer,Manual,1
2382,Maruti Omni,2018,-110999,1993107.0,20000,Petrol,Dealer,Manual,1
2383,Mahindra Bolero,2017,401001,2761107.0,75000,Diesel,Dealer,Manual,1
2384,Maruti Celerio,2017,31001,2206107.0,93000,Petrol,Dealer,Manual,1
2385,Chevrolet Beat,2009,-203999,1853607.0,57000,Diesel,Dealer,Manual,2
2386,Maruti Eeco,2014,-73999,2048607.0,30000,Petrol,Dealer,Manual,1
2387,Renault Duster,2013,51001,2236107.0,73000,Diesel,Dealer,Manual,1
2388,Maruti Swift,2016,231001,2506107.0,65000,Diesel,Dealer,Manual,1
2389,Maruti Swift,2009,-148999,1936107.0,62000,Petrol,Dealer,Manual,2
2390,Hyundai Santro,2007,-263999,1763607.0,85000,Petrol,Dealer,Manual,1
2391,Chevrolet Spark,2010,-288999,1726107.0,73000,Petrol,Individual,Manual,1
2392,Maruti Swift,2012,-48999,2086107.0,55000,Diesel,Dealer,Manual,1
2393,Maruti Omni,2016,-158999,1921107.0,5800,Petrol,Individual,Manual,2
2394,Toyota Innova,2009,-48999,2086107.0,350000,Diesel,Individual,Manual,1
2395,Maruti Swift,2018,201001,2461107.0,30000,Petrol,Individual,Manual,1
2396,Maruti Swift,2018,351001,2686107.0,20000,Diesel,Individual,Manual,1
2397,Hyundai EON,2018,-128999,1966107.0,20000,Petrol,Individual,Manual,1
2398,Maruti Alto,2007,-308999,1696107.0,100000,Petrol,Individual,Manual,2
2399,Maruti Wagon,2013,-48999,2086107.0,65000,Petrol,Individual,Manual,1
2400,Ford Figo,2013,-113999,1988607.0,90000,Diesel,Individual,Manual,2
2401,Toyota Innova,2011,266001,2558607.0,267000,Diesel,Individual,Manual,2
2402,Mahindra Scorpio,2005,-223999,1823607.0,250000,Diesel,Individual,Manual,2
2403,Mahindra Xylo,2011,-48999,2086107.0,140000,Diesel,Individual,Manual,2
2404,Honda City,2018,826001,3398607.0,22000,Petrol,Dealer,Automatic,1
2405,Honda Jazz,2010,-113999,1988607.0,60000,Petrol,Dealer,Manual,2
2406,Honda City,2018,601001,3061107.0,28635,Petrol,Dealer,Manual,1
2407,Honda Amaze,2018,381001,2731107.0,32114,Diesel,Dealer,Manual,1
2408,Maruti Celerio,2014,-98999,2011107.0,82000,Petrol,Dealer,Manual,2
2409,Maruti Swift,2006,-238999,1801107.0,95149,Petrol,Dealer,Manual,2
2410,Honda Amaze,2018,226001,2498607.0,68458,Petrol,Dealer,Manual,1
2411,Maruti Ritz,2010,-133999,1958607.0,42000,Petrol,Individual,Manual,1
2412,Honda City,2014,116001,2333607.0,90000,Diesel,Individual,Manual,2
2413,Hyundai EON,2016,-188999,1876107.0,30000,Petrol,Individual,Manual,1
2414,Maruti Alto,2009,-258999,1771107.0,80000,Petrol,Individual,Manual,2
2415,Toyota Innova,2015,541001,2971107.0,128000,Diesel,Individual,Manual,1
2416,Nissan Terrano,2013,351001,2686107.0,80000,Diesel,Individual,Manual,1
2417,Maruti Baleno,2016,211001,2476107.0,100000,Diesel,Individual,Manual,1
2418,Nissan Sunny,2015,51001,2236107.0,50000,Diesel,Individual,Manual,1
2419,Toyota Etios,2012,11000,2176105.5,56000,Diesel,Individual,Manual,1
2420,Hyundai EON,2018,-298999,1711107.0,21302,Petrol,Individual,Manual,1
2421,Hyundai i20,2016,251001,2536107.0,100000,Diesel,Individual,Manual,1
2422,Mahindra TUV,2017,251001,2536107.0,80000,Diesel,Individual,Manual,1
2423,Hyundai Getz,2010,-248999,1786107.0,105546,Petrol,Individual,Manual,1
2424,Toyota Etios,2018,101001,2311107.0,10000,Petrol,Individual,Manual,1
2425,Toyota Innova,2012,601001,3061107.0,80000,Diesel,Individual,Manual,2
2426,Hyundai i20,2013,-58999,2071107.0,35000,Petrol,Individual,Manual,1
2427,Hyundai Elite,2019,401001,2761107.0,11240,Petrol,Individual,Manual,1
2428,Toyota Innova,2013,611001,3076107.0,120000,Diesel,Individual,Manual,1
2429,Toyota Etios,2011,48999,2086107.0,120000,Diesel,Individual,Manual,3
2430,Maruti Swift,2016,196001,2453607.0,70000,Diesel,Individual,Manual,1
2431,Mahindra Scorpio,2014,301001,2611107.0,130000,Diesel,Individual,Manual,3
2432,Renault KWID,2019,-133999,1958607.0,40000,Petrol,Individual,Manual,1
2433,Maruti Alto,2015,-78999,2041107.0,60000,Petrol,Individual,Manual,2
2434,Honda City,2011,-88999,2026107.0,110000,Petrol,Individual,Manual,1
2435,Honda City,2014,301001,2611107.0,130000,Diesel,Individual,Manual,1
2436,Maruti Alto,2009,-268999,1756107.0,80000,Petrol,Individual,Manual,2
2437,Maruti Swift,2009,-248999,1786107.0,120000,Diesel,Individual,Manual,2
2438,Honda Amaze,2015,-98999,2011107.0,104000,Diesel,Individual,Manual,2
2439,Maruti Swift,2011,-248999,1786107.0,100000,Petrol,Individual,Manual,2
2440,Honda City,2003,-278999,1741107.0,132343,Petrol,Individual,Manual,2
2441,Hyundai Creta,2016,551001,2986107.0,90000,Diesel,Individual,Manual,2
2442,Maruti Wagon,2007,-298999,1711107.0,60000,Petrol,Individual,Manual,2
2443,Honda Jazz,2015,51001,2236107.0,76000,Diesel,Individual,Manual,1
2444,Maruti 800,2004,368999,1606107.0,60000,Petrol,Individual,Manual,3
2445,Mahindra Renault,2009,-198999,1861107.0,30000,Petrol,Individual,Manual,2
2446,Tata Indigo,2010,-148999,1936107.0,96000,Diesel,Individual,Manual,2
2447,Mahindra Marazzo,2018,901001,3511107.0,10000,Diesel,Individual,Manual,1
2448,Toyota Etios,2017,26001,2198607.0,36000,Diesel,Dealer,Manual,1
2449,Honda Amaze,2017,151001,2386107.0,12997,Diesel,Dealer,Manual,1
2450,Maruti Ciaz,2017,101001,2311107.0,40000,Petrol,Individual,Automatic,1
2451,Hyundai Verna,2018,751001,3286107.0,26430,Diesel,Dealer,Manual,1
2452,Maruti Swift,2015,76001,2273607.0,24600,Petrol,Dealer,Manual,1
2453,Maruti Wagon,2011,-138999,1951107.0,28481,Petrol,Dealer,Manual,1
2454,Ford Ecosport,2013,-48999,2086107.0,100000,Petrol,Individual,Manual,1
2455,Mahindra XUV500,2013,351001,2686107.0,41988,Diesel,Dealer,Manual,1
2456,Maruti Wagon,2009,-218999,1831107.0,30375,Petrol,Dealer,Manual,1
2457,Renault KWID,2017,-48999,2086107.0,7658,Petrol,Dealer,Automatic,1
2458,Maruti Swift,2017,212001,2477607.0,34400,Diesel,Dealer,Manual,1
2459,Renault KWID,2017,-73999,2048607.0,18500,Petrol,Dealer,Manual,1
2460,Maruti Alto,2015,-118999,1981107.0,26134,Petrol,Dealer,Manual,1
2461,Maruti Wagon,2014,-98999,2011107.0,28942,Petrol,Dealer,Automatic,1
2462,Mahindra XUV500,2012,312001,2627607.0,53600,Diesel,Dealer,Manual,1
2463,Toyota Innova,2015,452001,2837607.0,53652,Diesel,Dealer,Manual,1
2464,Maruti Ritz,2011,-138999,1951107.0,52895,Diesel,Dealer,Manual,1
2465,Hyundai Verna,2013,151001,2386107.0,42324,Diesel,Dealer,Manual,2
2466,Mahindra XUV500,2016,646000,3128605.5,65000,Diesel,Dealer,Manual,1
2467,Mahindra Scorpio,2012,151001,2386107.0,60236,Diesel,Dealer,Manual,1
2468,Maruti Wagon,2014,-188999,1876107.0,70000,Petrol,Individual,Manual,2
2469,Maruti Wagon,2014,188999,1876107.0,70000,Petrol,Individual,Manual,3
2470,Mahindra Xylo,2009,-108999,1996107.0,100000,Diesel,Individual,Manual,2
2471,Fiat 500,2008,-148000,1937605.5,110000,Diesel,Individual,Manual,1
2472,Renault Triber,2019,201001,2461107.0,10300,Petrol,Individual,Manual,1
2473,Fiat Grande,2014,-128999,1966107.0,120000,Diesel,Individual,Manual,2
2474,Tata New,2012,151001,2386107.0,142000,Diesel,Individual,Manual,1
2475,Mahindra TUV,2017,401001,2761107.0,25000,Diesel,Individual,Manual,1
2476,Tata Altroz,2020,101001,2311107.0,5000,Petrol,Individual,Manual,1
2477,Hyundai Creta,2016,136001,2363607.0,52600,Diesel,Individual,Manual,1
2478,Hyundai Grand,2016,-2999,2155107.0,28643,Petrol,Dealer,Manual,1
2479,Honda City,2014,201001,2461107.0,50000,Diesel,Individual,Manual,1
2480,Maruti Wagon,2019,176001,2423607.0,30000,Petrol,Dealer,Manual,1
2481,Hyundai Santro,2020,121001,2341107.0,5000,Petrol,Individual,Manual,1
2482,Mahindra XUV500,2018,1001001,3661107.0,30000,Diesel,Individual,Automatic,1
2483,Maruti Baleno,2018,201001,2461107.0,7600,Petrol,Individual,Automatic,1
2484,Chevrolet Beat,2013,-203999,1853607.0,47253,Diesel,Dealer,Manual,1
2485,Maruti Alto,2015,-117999,1982607.0,4432,Petrol,Dealer,Automatic,2
2486,Tata Indica,2010,-323999,1673607.0,110000,Petrol,Individual,Manual,2
2487,Hyundai Grand,2014,1001,2161107.0,25000,Petrol,Individual,Manual,1
2488,Tata Indica,2009,-305999,1700607.0,70000,Diesel,Individual,Manual,2
2489,Hyundai i20,2016,161001,2401107.0,68523,Petrol,Dealer,Manual,1
2490,Hyundai EON,2019,1001,2161107.0,5000,Petrol,Individual,Manual,1
2491,Tata Tigor,2018,61000,2251105.5,40000,Petrol,Individual,Manual,1
2492,Hyundai Xcent,2017,51001,2236107.0,43000,Diesel,Individual,Manual,1
2493,Maruti Alto,2010,310999,1693107.0,80251,CNG,Dealer,Manual,2
2494,Hyundai i20,2010,-148999,1936107.0,34500,Petrol,Individual,Manual,2
2495,Ford Ikon,2000,376999,1594107.0,42743,Petrol,Dealer,Manual,3
2496,Chevrolet Beat,2013,-268999,1756107.0,93900,Diesel,Individual,Manual,2
2497,Maruti Zen,2004,-319999,1679607.0,80000,Petrol,Individual,Manual,1
2498,Chevrolet Beat,2012,-278999,1741107.0,110000,Diesel,Individual,Manual,1
2499,BMW 7,2011,1301001,4111107.0,100000,Diesel,Individual,Automatic,2
2500,Chevrolet Optra,2012,-98999,2011107.0,25000,Diesel,Individual,Manual,1
2501,Chevrolet Optra,2012,-98999,2011107.0,25000,Diesel,Individual,Manual,1
2502,Maruti A-Star,2009,-253999,1778607.0,25000,Petrol,Individual,Manual,1
